Date,AAPL,MSFT,NVDA,GOOGL,JPM,BAC,GS,UNH,JNJ,LLY,XOM,CVX,SPY,BND
2024-10-23,228.84567260742188,417.9969177246094,139.1865234375,161.6448974609375,215.71554565429688,40.50314712524414,497.0810546875,541.635009765625,157.12539672851562,890.7767944335938,112.80375671386719,138.4936981201172,566.3552856445312,67.90299987792969
2024-10-24,228.65725708007812,418.1249084472656,140.03427124023438,161.5853271484375,217.2314453125,40.79969787597656,504.0970153808594,537.9611206054688,155.0507354736328,879.0115356445312,112.16597747802734,138.46607971191406,567.5802001953125,68.01433563232422
2024-10-25,229.49026489257812,421.49169921875,141.16122436523438,164.11752319335938,214.65341186523438,40.072669982910156,492.6599426269531,541.558349609375,152.40765380859375,880.3724975585938,112.07218933105469,138.7974090576172,567.384033203125,67.87518310546875
2024-10-28,231.4637451171875,419.9559631347656,140.1439666748047,165.55743408203125,217.73355102539062,40.77100372314453,503.212890625,542.2106323242188,153.08975219726562,883.2225341796875,111.518798828125,138.54891967773438,569.13818359375,67.79167175292969
2024-10-29,231.73150634765625,425.2326354980469,140.8720245361328,168.4967803955078,215.22308349609375,40.684906005859375,503.8856506347656,539.227294921875,151.65928649902344,891.1022338867188,109.99937438964844,136.68984985351562,570.0592041015625,67.84734344482422
2024-10-30,228.19113159179688,425.8035583496094,138.9671173095703,173.24346923828125,216.6810760498047,40.47445297241211,504.0009460449219,540.0235595703125,152.1519012451172,835.1359252929688,109.4460220336914,136.25726318359375,568.3345947265625,67.78239440917969
2024-10-31,224.035888671875,400.03070068359375,132.4047393798828,169.9168243408203,214.27687072753906,40.005706787109375,497.6480407714844,541.5007934570312,151.44139099121094,818.2818603515625,109.5304183959961,136.9659423828125,557.1934204101562,67.77310943603516
2024-11-01,221.06076049804688,403.9881591796875,135.03765869140625,170.0955810546875,215.26173400878906,39.948307037353516,499.14739990234375,544.43603515625,151.69715881347656,807.6211547851562,107.81402587890625,140.87741088867188,559.5452270507812,67.51067352294922
2024-11-04,220.168212890625,402.1078796386719,135.68594360351562,168.05987548828125,212.21054077148438,39.53696823120117,491.5738830566406,535.044921875,149.90670776367188,795.0078125,111.24681091308594,141.7057342529297,558.3399047851562,67.78056335449219
2024-11-05,221.59628295898438,405.0612487792969,139.53561401367188,168.556396484375,213.8616485595703,40.0631103515625,506.46136474609375,543.9276733398438,150.0109100341797,794.9288940429688,111.5750961303711,141.1903076171875,565.09130859375,67.94808959960938
2024-11-06,220.8723602294922,413.6456298828125,145.22035217285156,175.27915954589844,238.55101013183594,43.43996047973633,572.7964477539062,572.3792114257812,149.56565856933594,765.6588134765625,113.48844146728516,145.15699768066406,579.1425170898438,67.38968658447266
2024-11-07,225.59286499023438,418.81396484375,148.4816131591797,179.48959350585938,228.2388458251953,42.827728271484375,559.5236206054688,580.7823486328125,148.4761962890625,786.4378662109375,113.6291275024414,144.28269958496094,583.62060546875,67.89224243164062
2024-11-08,225.32481384277344,415.9689636230469,147.2349090576172,177.1063232421875,228.81817626953125,43.17211151123047,566.337890625,590.7202758789062,147.28256225585938,820.0569458007812,113.59162139892578,144.429931640625,586.148681640625,68.02252960205078
2024-11-11,222.614501953125,411.5094299316406,144.8712615966797,179.09239196777344,231.048583984375,44.080902099609375,578.9091186523438,599.775634765625,146.87521362304688,820.944580078125,112.9913558959961,144.0341796875,586.707275390625,67.89224243164062
2024-11-12,222.614501953125,416.4512939453125,147.89315795898438,180.353515625,231.30931091308594,43.87043762207031,569.5383911132812,589.6266479492188,144.6016082763672,807.5521240234375,112.87879180908203,142.92056274414062,584.8846435546875,67.48272705078125
2024-11-13,223.4980926513672,418.58758544921875,145.87855529785156,177.6326446533203,232.85418701171875,43.8800048828125,571.1048583984375,581.1851806640625,145.17001342773438,800.5994873046875,113.92927551269531,146.0773468017578,585.1687622070312,67.4548110961914
2024-11-14,226.57574462890625,420.2513122558594,146.36724853515625,174.3556365966797,233.5397491455078,43.9087028503418,565.7131958007812,568.9833984375,143.87216186523438,775.3726196289062,114.00492095947266,148.91201782226562,581.4061279296875,67.43621826171875
2024-11-15,223.37893676757812,408.5462341308594,141.6000518798828,171.28721618652344,236.86126708984375,44.72182846069336,570.4513549804688,568.1009521484375,145.88998413085938,737.1143188476562,112.82288360595703,148.5623016357422,573.9591674804688,67.4548110961914
2024-11-18,226.377197265625,409.2944030761719,139.77493286132812,174.0775909423828,236.59091186523438,44.6931266784668,565.1171875,565.6260986328125,146.6194610595703,718.3456420898438,113.76851654052734,149.46412658691406,576.310791015625,67.51998901367188
2024-11-19,226.63528442382812,411.2928161621094,146.61659240722656,176.87794494628906,234.71771240234375,44.39657974243164,558.7643432617188,553.4913940429688,144.94265747070312,720.8447875976562,112.17986297607422,148.38565063476562,578.4174194335938,67.64094543457031
2024-11-20,227.35009765625,409.028564453125,145.49960327148438,174.75286865234375,232.48727416992188,44.061767578125,559.2930297851562,576.0339965820312,145.04685974121094,744.2365112304688,113.77796936035156,149.9940948486328,578.6134033203125,67.5665054321289
2024-11-21,226.87356567382812,407.26287841796875,146.27749633789062,166.46109008789062,236.3302001953125,44.44441223144531,572.9213256835938,573.1466064453125,147.3109893798828,740.7889404296875,115.30042266845703,150.27301025390625,581.7196655273438,67.52926635742188
2024-11-22,228.21383666992188,411.3367614746094,141.5701141357422,163.611083984375,239.9897003173828,44.96098327636719,579.33203125,566.7963256835938,146.9983673095703,738.90234375,115.16804504394531,150.9517059326172,583.5226440429688,67.55719757080078
2024-11-25,231.19224548339844,413.1025390625,135.656005859375,166.48092651367188,241.66973876953125,45.43928527832031,579.572265625,581.1469116210938,147.57623291015625,745.80712890625,113.4469985961914,149.09222412109375,585.501953125,68.18074035644531
2024-11-26,233.36647033691406,422.17755126953125,136.55360412597656,167.94070434570312,241.36077880859375,45.67844009399414,581.9461669921875,582.067626953125,147.55714416503906,779.7092895507812,111.55574798583984,151.1097412109375,588.5592041015625,68.05974578857422
2024-11-27,233.23741149902344,417.2454528808594,134.97781372070312,168.04991149902344,241.18695068359375,45.69757843017578,581.8788452148438,583.593017578125,148.39747619628906,778.593017578125,111.26261138916016,150.71926879882812,586.7757568359375,68.24590301513672
2024-11-29,235.6201171875,417.7090759277344,137.8800506591797,167.77188110351562,241.119384765625,45.4488525390625,584.896728515625,585.3388061523438,148.02505493164062,785.6658325195312,111.54627990722656,150.55191040039062,590.4208984375,68.49715423583984
2024-12-02,237.8638153076172,425.1269836425781,138.2589874267578,170.29417419433594,237.76890563964844,44.99925231933594,581.1685180664062,583.7272338867188,147.82452392578125,790.0616455078125,111.44227600097656,150.812255859375,591.4791259765625,68.53730773925781
2024-12-03,240.90176391601562,425.3439636230469,139.88465881347656,170.1452178955078,236.38816833496094,44.788795471191406,581.5258178710938,580.5712280273438,145.49447631835938,803.4268798828125,111.27205657958984,150.54263305664062,591.7535400390625,68.37860870361328
2024-12-04,241.25917053222656,431.4795227050781,144.7515869140625,173.1540985107422,235.0170440673828,44.358314514160156,578.2709350585938,585.9047241210938,143.6896514892578,819.7360229492188,108.0663833618164,147.1956024169922,595.4281005859375,68.61199188232422
